user_id,pid,rating
user1,LJGE88JYCMZ6GK9A,2.4206558255961497
user1,NKCDU4RZTSAHGJU8,1.6633949691478556
user1,ACCEGH6RNERXNQHW,4.0358521133763015
user1,BDSEGJBRDTHP5VMS,1.522132690056344
user1,NKCEBUPHVBPS9NMR,4.955332002516196
user1,BBAE955KHYQEPWZ2,1.6583191015087162
user1,DREE9ZY9WZXZTDVD,0.48655313968658853
user1,SHTE4MAFFV6MM7HG,0.4046693494354442
user1,PBXEBJ4NDUDBACYP,0.4816373563285131
user1,CRTECN2QX4FC2UAC,0.35867427559479026
user2,DGBDFG8PFWRBGZZV,4.528512164974865
user2,PCSEE4H5JMQQK2N5,4.38443350484987
user2,BXREAZG5AHWJBSED,0.41239907289213673
user2,BBAE4B3ZU44CMGCJ,0.945951629204228
user2,DREEGNWGSHTUKCZM,2.627465922425091
user2,CRTECN2QZUD25VFN,2.751014808803453
user2,RNGEBUDN25RXMZAZ,3.4119402328550477
user2,DREE6UDPXFYZMHGX,4.5936712895909775
user2,TSHE8HZY8MVVGGBA,3.3419125937166463
user2,AIRE98PZ7PC54SRA,3.1486887269069412
user3,TSHE7RZJMQBJ5VR4,4.844012535198997
user3,PBXE829GZCCGKCXX,2.4724884358653565
user3,ACCE9DJZZKHSGD9Y,4.151347862137753
user3,PTPEJNZ3JY75FCYC,1.0548025177514901
user3,SHOE3Q3CDZMYZRRP,1.9952795907282739
user3,PPME9UG8MHNGJGUU,2.9755268837525723
user3,PACECCBJ8ZNZMVSH,0.24034443073551626
user3,ACCEAHRFZFNGZMET,1.6277681617707684
user3,SWTDSG8ZN9PMPYWK,1.2260302893079522
user3,DREE8FH9ZSJJ5YHF,0.45014508730699676
user4,TSHE4KACQVSBXCFC,1.2408353679947515
user4,SAREJWNNYX39NHC8,2.8022304494002075
user4,SHTEEV5FXESXZC6C,2.017202287880471
user4,BBAECRF7EH8TVRCD,3.9888798216057624
user4,JWSEBCY4GYKNFS6Q,4.2579514684717825
user4,ACCEAHRF4CYDEGGB,0.04146780116183746
user4,MUGEJG6TBVQSYMUP,0.5005485186436226
user4,SWTECXPHFVTHWJF7,4.318344129152122
user4,SHOECV2JYGNRGXBZ,3.6172303499082084
user4,SHTE95RBYGWYGDVY,2.349798903615395
user5,SNDECCCGM2TCHBWG,4.340631639192541
user5,FAFEG28UTMGZHPFK,1.2457621984256066
user5,NKCE6SR4XGEMHY2T,3.602998595918791
user5,BLBEDZE5C9G5GDP8,3.908512059868407
user5,RNGE4YXXZKHDXKME,3.738826617461428
user5,TSHE993RKXZDTBGZ,4.474263202856727
user5,ERGDXGYBXDZ72HGS,2.987192336004458
user5,NKCED8FWT3GZZBQM,4.253031562662301
user5,CRTECN2QYRZDFBTB,4.080211867803088
user5,ACCDV4GCKJQEUHZS,4.700707478359842
user6,ACCEGZ6BCUUKPVZR,0.10768202767447277
user6,DREE92AQQFDRUFAN,1.208171613829487
user6,SRTEB3XAW3GE62YX,2.2772599794368875
user6,CRNEDHZGTZCDDAFQ,2.948463357772849
user6,PBXECYF3YHWYG4UN,4.154089333857679
user6,LJGEGJJ3A3YPGNMP,1.7834548034250046
user6,NDNEGCSGYZY3N5EZ,4.240337337989887
user6,NKCEBBYSAJKEEQ8K,4.330703132157366
user6,SRTEHVURZFRUZUCZ,0.05403192850564953
user6,BZREBXM8DYBHURWH,0.5437240579118974
user7,MUGEGZUMWYZKYH2A,1.223163207897196
user7,TSHE6KWDTQRGEWQZ,3.4586790079319627
user7,ACCEAMGZRRYVAHDC,4.449166736645748
user7,JEAEGE8RGZSSSHXZ,0.8275174191774315
user7,BRAEBWXWZVBPQMZ4,2.343784759423202
user7,BBAEGG6ERJXKKTCR,3.531870601972888
user7,BRAE9RDPFQQHHNNE,0.7707119953054598
user7,SKIEE2A2ZKAJQTB4,2.470544980666323
user7,TOPE45NZKEMCDZXX,1.7911186609868346
user7,SHIEBZB4NSHCQTXA,0.7942313474606666
user8,WATDKB7JW7USDVZ6,2.850877291080607
user8,STIE6Q5SH9WHXSZG,2.489737194675971
user8,SNDE9P5935DJF2ZQ,3.057641773204187
user8,RNGDQSVDYXGDEXMH,4.555224119726862
user8,LJGEYFMPJEZGZPGR,2.619724180292326
user8,SHTE9CRGUMFZ2J5M,4.684980495884949
user8,WBTDMEZTDSZGZEDJ,3.2030326789201635
user8,CRTECN2QVB7UDF2P,0.30100787805234397
user8,NKCEFUJPGTTC7N9Z,1.81131838152363
user8,BRAE7YF6QANCRAZV,4.950877780989068
user9,NKCE8RUW7KFAYZGY,1.8886882099047124
user9,SPBE2GVZYK3CUMPH,4.94253068726245
user9,BZREHJ6ZXZ9YWZFB,2.5226574978971854
user9,BBAEDVYSEN75YZZ7,0.9751846902684225
user9,FABE3GHHBUZQBNXZ,4.077168057475501
user9,WATE8C5ZUTSGNEMF,3.1675590047509283
user9,SHTEYN8S5FHNT99G,2.425327255813542
user9,FABE7D5ZSVVRPG75,2.9233777226446738
user9,STIE7KFJHGWC7RTY,1.5311115122075396
user9,STIEBU65ZHZESDWV,3.2796599504151684
user10,PBXE4QFH2BXJGRMG,4.6115467603941305
user10,AFGEFJSNF4QCGMXZ,0.2070112919332351
user10,PBXE9YWGPHCMHZU6,2.933176136153912
user10,RNGE8URXBHZUZREY,0.07238469543525972
user10,NKCE7AGZESRQGFHG,0.4685711063970682
user10,PACEFVZZ2R8ZE5ZH,2.9050647039884065
user10,SHTEAHVDPYTHAJYF,0.36218315668860745
user10,NRSEEAG2VG6ZNBEP,4.671442519212465
